sample_index,value,component
1,3.3115550333532866,1
2,1.5995179205927474,1
3,2.6882995284148237,1
4,2.4503352810285493,0
5,2.8563024369482251,1
6,1.6018167340847771,1
7,2.9613660792708649,0
8,2.3021759412824947,1
9,5.0525489577812124,1
10,0.46903349949651019,0
11,0.19100097296881668,0
12,0.78278584584996502,0
13,5.4188768233153661,1
14,2.126652752813901,1
15,5.5038876742362364,1
16,0.48070783140179585,0
17,5.637361544489651,1
18,7.9979718262579578,1
19,0.92189545601932177,0
20,4.1644992724938827,1
21,0.96414746632890203,0
22,3.8031782920320518,1
23,0.40989651822731177,0
24,0.90039004425826175,0
25,3.1241529780428281,1
26,4.7954333266865987,1
27,0.27818366270855849,0
28,5.2397266657542083,1
29,4.3692609343024129,1
30,3.2577259044988573,0
31,2.6216592879146012,1
32,3.3648758407191082,1
33,5.7678296922460719,1
34,1.5344130708361243,0
35,2.7610598155423038,0
36,4.1402493271084211,1
37,9.7681232821127342,1
38,0.1734983330730335,0
39,4.0874834971877343,1
40,0.36165734188315635,0
41,5.9740513209378205,1
42,2.5702932243869809,1
43,0.49245959883505902,0
44,1.1020765852059824,0
45,4.6869118474325777,1
46,0.063974824342799233,0
47,2.0661777356476416,0
48,1.237057761208924,0
49,0.50189281108908235,0
50,3.0205169543219235,1
51,5.1099966690050032,1
52,2.0687132787180733,1
53,3.9360350082391142,1
54,0.6688596734174288,0
55,0.51530814490921761,0
56,0.15060222215328389,0
57,2.2058745979883647,0
58,1.1074807919861791,0
59,0.47957603509632707,0
60,1.3423632051528882,1
61,2.9706219385449932,1
62,0.095777549063464917,0
63,5.274914100790939,1
64,0.075889594684071277,0
65,9.9384705536400144,1
66,3.1496458872624369,1
67,5.6229941068929934,1
68,2.5596306395438511,1
69,2.6695200651451128,1
70,0.30176530885413544,0
71,0.43826552704289445,0
72,0.30930976060751791,0
73,2.4594750965104022,1
74,3.2378571222634873,1
75,2.0250377316035135,1
76,1.8842835431812264,1
77,0.091032638123092646,0
78,2.8289970676669807,1
79,0.40781532548266586,0
80,0.038182805448490266,0
81,0.23829447884518928,0
82,0.04940558134016583,0
83,0.4358931171728187,0
84,2.1067397547048241,1
85,5.4255303158408275,1
86,2.0074853585237191,1
87,0.55632658550040626,0
88,2.7637803734925335,0
89,2.177634305889534,1
90,0.52952458105688849,0
91,0.016888836505322177,0
92,0.29154126150265908,0
93,1.1946360300577332,1
94,0.96745339463363911,0
95,3.0491067440836011,0
96,8.95459521073556,1
97,2.4551274149632558,1
98,1.2216663336520142,1
99,1.4751348960397324,0
